Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2024-04-28,"Ecstasy Junior",5.4,"Guided Matt (Whipper) and Matt.",https://www.mountainproject.com/route/106044673/ecstasy-junior,2,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",2.9,-1,Lead,Redpoint,Trad,,160,1400
2024-04-27,"Gunsight to South Peak",5.4,"I think doing Gunsight to South Peak Direct is the better move for more confident climbers",https://www.mountainproject.com/route/105924140/gunsight-to-south-peak,4,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,Redpoint,Trad,,150,1400
2024-04-23,"Old Ladies Route",5.2,,https://www.mountainproject.com/route/106587097/old-ladies-route,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,Redpoint,Trad,,,1200
2024-04-23,Ecstasy,5.7,"Linked P1 and P2, don&#39;t do that in the future. Used a .1, .3, and a #1 peenut backed up by a piton for the hanging belay after the traverse",https://www.mountainproject.com/route/105910030/ecstasy,2,"West Virginia > Seneca Rocks > South End",3.6,-1,Lead,Redpoint,Trad,,250,1800
2024-04-22,"5.10a sport",5.10a,"License To Drill at nrocks, did EZ Wider to start",https://www.mountainproject.com/route/112166313/510a-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Redpoint,Sport,,,2600
2024-04-22,"5.8 sport",5.8,"Bottom Feeder at nrocks",https://www.mountainproject.com/route/112166269/58-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Redpoint,Sport,,,2100
2024-04-21,Totem,5.11a,"Guided some scouts. Just P1 to TR this and the climb to the left",https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,Redpoint,Trad,,280,4600
2024-04-19,"Gunsight to South Peak",5.4,"Guided Jonah. Split it into 4 pitches from upper broadway to the summit.",https://www.mountainproject.com/route/105924140/gunsight-to-south-peak,4,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,Redpoint,Trad,,150,1400
2024-04-19,"Conn's West",5.4,"Guided Jonah. Need to find a decent placement before the chockstone on P2 and a piece that&#39;s easier to clean on the first ledge of P3",https://www.mountainproject.com/route/105977724/conns-west,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.9,-1,Lead,Redpoint,Trad,,200,1400
2024-04-16,Predator,5.12a,"Went bolt to bolt, but it's not as futuristic as I thought it might be!",https://www.mountainproject.com/route/106282059/predator,1,"West Virginia > Seneca Rocks > The Cave",3.0,-1,Lead,Fell/Hung,Sport,,45,6600
2024-04-16,Sunshine,"5.10a PG13","Could go for the lead after I dial the gear!",https://www.mountainproject.com/route/105910397/sunshine,1,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",3.1,-1,TR,,Trad,,100,2600
2024-04-16,"The Burn",5.8,,https://www.mountainproject.com/route/105910394/the-burn,1,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",3.2,-1,Lead,Redpoint,Trad,,150,2100
2024-04-15,"Climbin' Punishment",5.8+,"Aided most of P1 after rain to remove a stuck cam. Totally busted, but fun!",https://www.mountainproject.com/route/106040877/climbin-punishment,1,"West Virginia > Seneca Rocks > Southern Pillar > Southern Pillar - West Side",3.5,-1,Lead,Redpoint,Trad,,180,2200
2024-04-06,"Roy Gap Chimney's",5.6,"Guided Matt. Onsighted just P1",https://www.mountainproject.com/route/105996084/roy-gap-chimneys,1,"West Virginia > Seneca Rocks > Southern Pillar > Southern Pillar - West Side",2.6,-1,Lead,Onsight,Trad,,220,1600
2024-04-06,"Old Ladies Route",5.2,"Guided Matt. Just the last two pitches. Squeaked in among a group of 7, they were super kind and chill",https://www.mountainproject.com/route/106587097/old-ladies-route,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,,Trad,,,1200
2024-04-06,"Up and Coming",5.4,"Guided Matt. Better movement than I expected, it was quite a fun way to access Old Ladies from the East",https://www.mountainproject.com/route/107333109/up-and-coming,2,"West Virginia > Seneca Rocks > South Peak - East Face > Lower Broadway",2.3,-1,Lead,Onsight,Trad,,130,1400
2024-04-06,"Worrell's Thicket",5.0,"Guided Matt",https://www.mountainproject.com/route/110726960/worrells-thicket,2,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.0,-1,Lead,,Trad,,160,1000
2024-04-02,"Conn's West",5.4,"TR solo, just first two pitches to retrieve Kyle's gear ",https://www.mountainproject.com/route/105977724/conns-west,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.9,-1,TR,,Trad,,200,1400
2024-03-31,"Put A Wiggle In Your Stride",5.12a,"TR solo. Hard as nails, but got all the moves after some effort. Reckon another bolt could go in down low given that the old gear placement is gone, otherwise I'll shamelessly stick clip this puppy",https://www.mountainproject.com/route/113199443/put-a-wiggle-in-your-stride,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",2.9,-1,TR,,"Sport, TR",,50,6600
2024-03-31,S&M,5.8,"TR solo. Just pitch 2",https://www.mountainproject.com/route/107834145/sm,1,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.6,-1,TR,,Sport,,100,2100
2024-03-31,"Dirty Old Man",5.6,"LRS w/ Revo. Went in direct once to handle the back feeding",https://www.mountainproject.com/route/107234687/dirty-old-man,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",2.7,-1,Lead,Onsight,Trad,,80,1600
2024-03-31,"Frosted Flake",5.9,"LRS w/ Revo + a follow pitch. Fun route! On point at 5.9 I think, so pretty soft by Seneca standards",https://www.mountainproject.com/route/105908819/frosted-flake,2,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",2.6,-1,Lead,Onsight,Trad,,100,2400
2024-03-29,"Old Ladies Route",5.2,"Guiding. Followed Kyle's lead, guided Alex and Kolton",https://www.mountainproject.com/route/106587097/old-ladies-route,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Follow,,Trad,,,1200
2024-03-27,"5.7 sport",5.7,"Abandoned at nrocks. Used only one of the jugs on the arete to reach the lip just for fun",https://www.mountainproject.com/route/112166265/57-sport,1,"* In Progress > Generic Area",2.2,-1,Lead,Redpoint,Sport,,,1800
2024-03-27,"5.8 sport",5.8,"Nameless at nrocks 007 wall",https://www.mountainproject.com/route/112166269/58-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Onsight,Sport,,,2100
2024-03-27,"5.10b sport",5.10b,"Dominion at nrocks. Super wet for the entire first half, but really quality climb",https://www.mountainproject.com/route/112166299/510b-sport,1,"* In Progress > Generic Area",2.8,-1,Lead,Onsight,Sport,,,2900
2024-03-27,"5.7 sport",5.7,"Abandoned at nrocks",https://www.mountainproject.com/route/112166265/57-sport,1,"* In Progress > Generic Area",2.2,-1,Lead,Onsight,Sport,,,1800
2024-03-27,"5.10c sport",5.10c,"Never Say Never at nrocks",https://www.mountainproject.com/route/112166317/510c-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Onsight,Sport,,,3200
2024-03-27,"5.9+ Sport",5.9+,"License to Drill at nrocks",https://www.mountainproject.com/route/123128687/59-sport,1,"* In Progress > Generic Area",2.9,-1,Lead,Onsight,Sport,,,2500
2024-03-26,"Conn's West",5.4,"Chris led p1 of Old Man&#39;s, then I led  both pitches of Conns. Fun route!",https://www.mountainproject.com/route/105977724/conns-west,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.9,-1,Lead,Onsight,Trad,,200,1400
2024-03-24,"West Pole",5.7+,"W/ Josh. So sick!!! Bring some wide gear, pink tricam under the roof, #1 for the roof, save some TCUs for the corner above",https://www.mountainproject.com/route/105868530/west-pole,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Lead,Onsight,Trad,,220,1900
2024-03-24,"Crispy Critter",5.7+,"A harder, thinner version of critter crack, so good!",https://www.mountainproject.com/route/107778331/crispy-critter,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.0,-1,Lead,Onsight,Trad,,55,1900
2024-03-24,"Le Gourmet",5.4,"Just pitch 1 w/ Josh",https://www.mountainproject.com/route/106729354/le-gourmet,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,Flash,Trad,,285,1400
2024-03-24,"Critter Crack",5.6,"Followed Josh",https://www.mountainproject.com/route/105917534/critter-crack,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.4,-1,Follow,,Trad,,80,1600
2024-03-24,"Front C",5.6,"With Josh",https://www.mountainproject.com/route/105917531/front-c,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Follow,,Trad,,50,1600
2024-03-22,"Southwest Buttress Variation",5.5,"Training. W/ Tom, Chad, and Joe ",https://www.mountainproject.com/route/107341911/southwest-buttress-variation,2,"West Virginia > Seneca Rocks > South End",2.8,-1,Lead,Redpoint,Trad,,60,1500
2024-03-21,"High Test",5.9+,Training,https://www.mountainproject.com/route/106193027/high-test,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",3.9,-1,TR,,Trad,,120,2500
2024-03-21,"Gunsight to South Peak Direct",5.4,"Training. Followed Chad with Arthur",https://www.mountainproject.com/route/105924159/gunsight-to-south-peak-direct,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.8,-1,Follow,,Trad,,150,1400
2024-03-21,"Skyline Traverse",5.3,"Training. Followed Chad with Arthur",https://www.mountainproject.com/route/105917259/skyline-traverse,3,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.9,-1,Follow,,Trad,,,1300
2024-03-19,"Old Man's Route",5.2,"Training. Split it into 4 pitches to train w/ Chad, Kyle, and Arthur",https://www.mountainproject.com/route/105917543/old-mans-route,4,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,,Trad,,,1200
2024-03-18,"Ecstasy Junior",5.4,"W/ Chad",https://www.mountainproject.com/route/106044673/ecstasy-junior,2,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",2.9,-1,Lead,Onsight,Trad,,160,1400
2024-03-18,"The Burn",5.8,,https://www.mountainproject.com/route/105910394/the-burn,1,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",3.2,-1,TR,,Trad,,150,2100
2024-03-16,"Le Gourmet",5.4,"LRS w/ Revo. Only did the short pitch to critter crack after doing the direct start",https://www.mountainproject.com/route/106729354/le-gourmet,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.7,-1,Lead,Onsight,Trad,,285,1400
2024-03-16,"Critter Crack",5.6,"LRS w/ Revo. Whoever says this is sustained couldn't find a no-hands rest if it hit em over the head!",https://www.mountainproject.com/route/105917534/critter-crack,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.4,-1,Lead,Onsight,Trad,,80,1600
2024-03-16,"Le Gourmet Direct",5.7,"LRS w/ revo",https://www.mountainproject.com/route/105917520/le-gourmet-direct,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.1,-1,Lead,Onsight,Trad,,100,1800
2024-03-14,"Humphrey's Head",5.4,"LRS w/ revo, chock only ascent for practice",https://www.mountainproject.com/route/106683033/humphreys-head,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.4,-1,Lead,Onsight,Trad,,50,1400
2024-03-13,Totem,5.11a,"Just P1 with Kyle and Tom for training",https://www.mountainproject.com/route/106243771/totem,1,"West Virginia > Seneca Rocks > South End",2.9,-1,Lead,Onsight,Trad,,280,4600
2024-03-13,"Ye Gods & Little Fishes",5.8,"W/ Kyle after climbing Candy Corner",https://www.mountainproject.com/route/106150218/ye-gods-little-fishes,1,"West Virginia > Seneca Rocks > South End",3.1,-1,TR,,Trad,,85,2100
2024-03-13,"Candy Corner",5.6,"W/ Kyle ",https://www.mountainproject.com/route/106064534/candy-corner,1,"West Virginia > Seneca Rocks > South End",3.1,-1,Lead,Onsight,Trad,,95,1600
2024-03-04,"North Ridge",5.7,"Super fun!! The setting was way better than the movement, but so worth it! Tons of tourists. W/ Lucia",https://www.mountainproject.com/route/105751609/north-ridge,2,"Colorado > Colorado Springs > Garden of the Gods > Montezuma Tower",3.4,-1,Lead,Onsight,Trad,,,1800
2024-03-02,"AI2 Steep Snow","AI2 Steep Snow X","Climbed a random couloir above Chasm Lake after bailing from Kiener&#39;s. A great day!",https://www.mountainproject.com/route/121871180/ai2-steep-snow,5,"* In Progress > Generic Area",2.0,-1,Lead,Onsight,"Ice, Snow",,1000,38100
2024-02-27,"Vitamin V",5.9,"TR solo",https://www.mountainproject.com/route/105764184/vitamin-v,1,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > South Face",1.8,-1,TR,,Sport,,50,2400
2024-02-27,"Chasing Sticks",5.9,"TR solo. Cold and snowy",https://www.mountainproject.com/route/105755278/chasing-sticks,1,"Colorado > Boulder > Boulder Canyon > The Sport Park > Surprising Crag > South Face",1.9,-1,TR,,Sport,,,2400
2024-02-25,Vertigo,5.11b,"LRS P1, followed P2, both clean. Led P3 and P4, kinda hang dogged both, but had a great time!! Wind was so bad it could blow a fart UP my ass. 50mph winds towards the top, just about got blown off the rock!",https://www.mountainproject.com/route/105748771/vertigo,4,"Colorado > Boulder > Eldorado Canyon State Park > Redgarden Wall > Redgarden - Tower One",3.8,-1,Lead,Fell/Hung,Trad,,,4900
2024-02-24,"Full Recovery",WI2-3,,https://www.mountainproject.com/route/110019183/full-recovery,1,"Colorado > CO Ice & Mixed > RMNP - Mixed/Ice > Glacier Gorge Trailhead Ice > Glacier Gorge > Thatchtop Mt (SE aspect)",1.5,-1,TR,,"Trad, TR, Ice, Alpine",,160,31500
2024-02-17,"Kool Cat",5.11,"Clean. Sick climb! Would be a lot tougher on lead ",https://www.mountainproject.com/route/105718054/kool-cat,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",3.3,-1,TR,,Trad,,90,5000
2024-02-17,"To Skin a Cat",5.12a,"Got hard stopped at the crux, it's pretty brutal!",https://www.mountainproject.com/route/105818231/to-skin-a-cat,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",2.1,-1,TR,,Trad,,60,6600
2024-02-17,"More Than One Way",5.10d,"Kinda burly, a good time!",https://www.mountainproject.com/route/105818217/more-than-one-way,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",2.7,-1,TR,,Trad,,70,3500
2024-02-17,Catsup,5.10-,,https://www.mountainproject.com/route/105818211/catsup,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",2.2,-1,Lead,Flash,Trad,,65,2700
2024-02-17,"Trip to the Vet",5.10+,,https://www.mountainproject.com/route/105717919/trip-to-the-vet,1,"Utah > Southeast Utah > Indian Creek > Cat Wall",3.0,-1,Lead,Flash,"Trad, TR",,100,3300
2024-02-16,"Standard Route","5.7 C0","LRS with Revo. Super stoked to have done my first aid climb!!",https://www.mountainproject.com/route/105920520/standard-route,1,"Utah > Southeast Utah > Arches National Park > The Pickle",2.6,-1,Lead,Onsight,"Trad, Aid",,90,1800
2024-02-15,"West Crack",5.8,"LRS with revo. Fun climb, but there was mouse piss and shit all over it ",https://www.mountainproject.com/route/105717448/west-crack,1,"Utah > Southeast Utah > Arches National Park > Owl Rock",3.0,-1,Lead,Onsight,Trad,,100,2100
2024-02-15,"West Chimney",5.6,"Soloing is lame do not recommend",https://www.mountainproject.com/route/105718453/west-chimney,1,"Utah > Southeast Utah > Arches National Park > Bullwinkle Tower",2.0,-1,Solo,,Trad,,60,1600
2024-02-13,Bongeater,5.10d,"Botched it a foot shy of the lip bc I was gassed and runout. Next time get the crimp on the left hand, then bump the right to a layback sloper to get to the lip",https://www.mountainproject.com/route/105741173/bongeater,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Bongeater Buttress",3.7,-1,Lead,Fell/Hung,Trad,,80,3500
2024-02-13,"The Coffin",5.9,"Fuckin' sick!",https://www.mountainproject.com/route/105740048/the-coffin,1,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Coffin Buttress",3.8,-1,Lead,Onsight,Trad,,80,2400
2024-02-13,"Crescent Crack",5.7,"Sick climb! Definitely not for beginners, though! Led a short extra pitch to get to The Coffin. Can confirm the chimney goes easier than 5.10. It was a little thrutchy for me because I&#39;m not good at chimney/offwidth, but it went!",https://www.mountainproject.com/route/105740015/crescent-crack,3,"Utah > Wasatch Range > Central Wasatch > Little Cottonwood Canyon > Crescent Crack Buttress",2.9,-1,Lead,Onsight,Trad,,300,1800
2024-02-11,"5.8 trad",5.8,"LRS with revo. Something on Pete&#39;s Rock towards the left, went to a roof, some tricky moves just after the roof then a cakewalk up a slab",https://www.mountainproject.com/route/112166360/58-trad,1,"* In Progress > Generic Area",2.9,-1,Lead,Onsight,Trad,,,2100
2024-02-11,"5.6 trad",5.6,"LRS with revo. Some random route at Pete&#39;s Rock, just left of one of the easier lines, followed the smaller crack. Bootied a fixed nut that looked to have been there a good while!",https://www.mountainproject.com/route/112166356/56-trad,1,"* In Progress > Generic Area",2.5,-1,Lead,Onsight,Trad,,,1600
2024-02-11,"Route 1",5.9+,"LRS w/ Revo, did the 5.7 variation. Kinda tricky to protect up to the first bolt!",https://www.mountainproject.com/route/105853121/route-1,1,"Utah > Wasatch Range > Central Wasatch > Mount Olympus > Pete's Rock Area > Pete's Rock",2.4,-1,Lead,Onsight,"Trad, TR",,70,2500
2024-02-11,"Knifeblade Crack",5.8,"LRS w/ revo",https://www.mountainproject.com/route/105853138/knifeblade-crack,2,"Utah > Wasatch Range > Central Wasatch > Mount Olympus > Pete's Rock Area > Pete's Rock",1.7,-1,Lead,Onsight,Trad,,60,2100
2024-02-03,Birdland,5.7+,"LRS with revo. It's as good as they say!!",https://www.mountainproject.com/route/105733115/birdland,10,"Nevada > Southern Nevada > Red Rocks > Pine Creek Canyon > Brass Wall",3.4,4,Lead,Onsight,Trad,,600,1900
2024-01-28,"Ending Crack","5.7 PG13","Just did pitch 1. A dream to climb, super fun!!",https://www.mountainproject.com/route/105796895/ending-crack,1,"California > Central Coast > Hwy 33/Ojai > Sespe Gorge (Black Wall)",3.4,-1,Lead,Onsight,Trad,,300,1800
2024-01-28,"Tree Root",5.5,"Pretty chill and fun! LOTS of ants at the base",https://www.mountainproject.com/route/105797274/tree-root,2,"California > Central Coast > Hwy 33/Ojai > Sespe Gorge (Black Wall)",2.8,-1,Lead,Onsight,Trad,,300,1500
2024-01-27,"South Face Left",5.10b,"Took the left variation",https://www.mountainproject.com/route/105850740/south-face-left,1,"California > Los Angeles Basin > Santa Monica Mountains > Point Dume",2.6,-1,TR,,TR,,80,2900
2024-01-27,Left,5.8,,https://www.mountainproject.com/route/105850724/left,1,"California > Los Angeles Basin > Santa Monica Mountains > Point Dume",2.1,-1,TR,,TR,,90,2100
2024-01-27,"Left Center",5.8,,https://www.mountainproject.com/route/105850727/left-center,1,"California > Los Angeles Basin > Santa Monica Mountains > Point Dume",2.2,-1,TR,,TR,,90,2100
2024-01-13,"Sexy Grandma",5.9,"Rope gunned for some friendly boulderers!",https://www.mountainproject.com/route/105723454/sexy-grandma,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > The Old Woman > The Old Woman - West Face",2.7,-1,Lead,Onsight,Sport,,80,2400
2024-01-13,"Bearded Cabbage",5.10c,"Fell a couple times at the Crux and lost some skin. Reallyyy should get some new crack gloves ",https://www.mountainproject.com/route/105721711/bearded-cabbage,1,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > The Old Woman > The Old Woman - East Face",3.1,-1,Lead,Fell/Hung,Trad,,80,3200
2024-01-13,Buissonier,5.7+,"LRS w/ one follow pitch",https://www.mountainproject.com/route/105721645/buissonier,2,"California > Joshua Tree National Park > Hidden Valley Area > Hidden Valley Campground > The Blob > The Blob - Southeast Face",2.6,-1,Lead,Onsight,Trad,,,1900
2024-01-10,"Four Course Meal",5.7,"w/ Dana",https://www.mountainproject.com/route/112551435/four-course-meal,3,"Arizona > Southern Arizona > Cochise Stronghold > West Stronghold > Window Dome",3.0,-1,Lead,Onsight,Trad,,400,1800
2024-01-08,"King of Snake",5.12a,"Clean send, super fun Crux!!",https://www.mountainproject.com/route/116380203/king-of-snake,1,"Arizona > Southern Arizona > The Biscuit > Main Ampitheater",3.0,-1,TR,,Sport,,90,6600
2024-01-08,Swifting,5.11a,,https://www.mountainproject.com/route/116380395/swifting,1,"Arizona > Southern Arizona > The Biscuit > Main Ampitheater",3.3,-1,Lead,Onsight,Sport,,90,4600
2024-01-08,"Postcards to Pinetop",5.10a/b,,https://www.mountainproject.com/route/116380324/postcards-to-pinetop,1,"Arizona > Southern Arizona > The Biscuit > Wall of Northern Arizona",2.9,-1,Lead,Onsight,Sport,,110,2800
2024-01-08,"Sombreros from Snowflake",5.10b,,https://www.mountainproject.com/route/116380250/sombreros-from-snowflake,1,"Arizona > Southern Arizona > The Biscuit > Wall of Northern Arizona",2.7,-1,Lead,Onsight,Sport,,101,2900
2023-12-26,"Hot Yoga",5.10a/b,"Last route of the day, so I just TR'd",https://www.mountainproject.com/route/117071993/hot-yoga,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",3.3,-1,TR,,Sport,,50,2800
2023-12-15,Outhouse,5.7,,https://www.mountainproject.com/route/110713185/outhouse,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",2.1,-1,Lead,Redpoint,"Trad, TR",,50,1800
2023-12-15,KMA,5.8,,https://www.mountainproject.com/route/108053227/kma,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",2.5,-1,TR,,TR,,60,2100
2023-12-15,"Blind Prophet","5.12 PG13","Pretty gassed, fell at the second to last bolt",https://www.mountainproject.com/route/107503803/blind-prophet,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",3.4,-1,Lead,Fell/Hung,Sport,,70,7000
2023-12-15,"Blind Prophet","5.12 PG13","Fell right at the last bolt, so close! ",https://www.mountainproject.com/route/107503803/blind-prophet,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",3.4,-1,Lead,Fell/Hung,Sport,,70,7000
2023-12-15,"Grandpa's Belay",5.6,,https://www.mountainproject.com/route/106130375/grandpas-belay,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",2.4,-1,TR,,"Trad, TR",,50,1600
2023-12-09,"Crackin' Up",5.7,"SPI exam. Bootied a .75!",https://www.mountainproject.com/route/106101938/crackin-up,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",2.9,-1,Lead,Redpoint,Trad,,50,1800
2023-12-09,Outhouse,5.7,"SPI exam",https://www.mountainproject.com/route/110713185/outhouse,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",2.1,-1,TR,,"Trad, TR",,50,1800
2023-12-09,KMA,5.8,"SPI exam",https://www.mountainproject.com/route/108053227/kma,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",2.5,-1,TR,,TR,,60,2100
2023-12-03,Outhouse,5.7,"SPI course",https://www.mountainproject.com/route/110713185/outhouse,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",2.1,-1,TR,,"Trad, TR",,50,1800
2023-11-18,"Son of White Trash",5.8,,https://www.mountainproject.com/route/106752191/son-of-white-trash,1,"North Carolina > 2. Northern Mountains Region > The Dump > The Dump aka Warpin and Dorphin (Routes)",2.0,-1,Lead,Redpoint,"Trad, Sport",,40,2100
2023-11-18,"Red Headed Stepchild",5.10,"Super fun, definitely worth getting on!! ",https://www.mountainproject.com/route/108691761/red-headed-stepchild,1,"North Carolina > 2. Northern Mountains Region > The Dump > The Dump aka Warpin and Dorphin (Routes)",2.3,3,Lead,Onsight,Trad,,30,3000
2023-11-18,"Unwritten Law",5.12b/c,"Made it clean to the dyno again then botched it. Gave a couple more throws then came down bc a wicked flapper on my pinkie :(",https://www.mountainproject.com/route/106107118/unwritten-law,1,"North Carolina > 2. Northern Mountains Region > The Dump > The Dump aka Warpin and Dorphin (Routes)",3.6,-1,Lead,Fell/Hung,Sport,,45,7100
2023-11-18,"Dimpsty Dumpster",5.10,,https://www.mountainproject.com/route/106097230/dimpsty-dumpster,1,"North Carolina > 2. Northern Mountains Region > The Dump > The Dump aka Warpin and Dorphin (Routes)",2.1,-1,Lead,Redpoint,Sport,,25,3000
2023-11-18,"Unwritten Law",5.12b/c,"Got it clean to the dyno, then fell. Hung for a bit then tried again and got the move for the first time!",https://www.mountainproject.com/route/106107118/unwritten-law,1,"North Carolina > 2. Northern Mountains Region > The Dump > The Dump aka Warpin and Dorphin (Routes)",3.6,-1,Lead,Fell/Hung,Sport,,45,7100
2023-11-18,"Voodoo Child",5.11a,,https://www.mountainproject.com/route/106562232/voodoo-child,1,"North Carolina > 2. Northern Mountains Region > The Dump > The Dump aka Warpin and Dorphin (Routes)",2.9,-1,Lead,Redpoint,Sport,,,4600
2023-11-18,Vermin,5.10b,,https://www.mountainproject.com/route/106562226/vermin,1,"North Carolina > 2. Northern Mountains Region > The Dump > The Dump aka Warpin and Dorphin (Routes)",2.2,-1,Lead,Onsight,Sport,,,2900
2023-11-12,"The Great Arch",5.5,Guiding,https://www.mountainproject.com/route/105887520/the-great-arch,3,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",3.5,-1,Lead,Redpoint,Trad,,400,1500
2023-11-12,"U Slot","5.7+ PG13",Guiding,https://www.mountainproject.com/route/105887741/u-slot,1,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",2.4,-1,Lead,Redpoint,Trad,,140,1900
2023-11-03,"U Slot","5.7+ PG13",,https://www.mountainproject.com/route/105887741/u-slot,1,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",2.4,-1,Lead,Redpoint,Trad,,140,1900
2023-11-03,"The Great Arch",5.5,"Mock guide w/ Russell & Josie",https://www.mountainproject.com/route/105887520/the-great-arch,3,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",3.5,-1,Lead,Redpoint,Trad,,400,1500
2023-10-30,"Sentinel Buttress",5.5,"Spoopy climb!",https://www.mountainproject.com/route/106175435/sentinel-buttress,2,"North Carolina > 3. Piedmont Region > Hanging Rock State Park > Moore's Wall (Routes) > Sentinel Buttress > Center Buttress",2.8,-1,Lead,Redpoint,Trad,,200,1500
2023-10-21,"Two Bag Face","5.9 R",,https://www.mountainproject.com/route/107129358/two-bag-face,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Fern Buttress > 3) Workmen's Buttress",3.9,-1,Lead,Onsight,Trad,,80,2400
2023-10-21,Springboard,5.10b,,https://www.mountainproject.com/route/105963436/springboard,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Fern Buttress > 7) Orchard Wall",3.7,-1,Lead,Redpoint,Trad,,70,2900
2023-10-21,"Triple Treat",5.10,"Whoo, what a fight!! Stoked to bag the onsight",https://www.mountainproject.com/route/105963432/triple-treat,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Fern Buttress > 7) Orchard Wall",3.6,-1,Lead,Onsight,Trad,,70,3000
