Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2022-12-09,"5.10b/c sport",5.10b/c,"Barbs World / Leisure Time at s-town. Another send just for fun, since everything else was wet",https://www.mountainproject.com/route/118779761/510bc-sport,1,"* In Progress > Generic Area",2.9,-1,Lead,Redpoint,Sport,,,3100
2022-12-09,"5.10b/c sport",5.10b/c,"Barbs World / Leisure Time at s-town. Super fun route, loved it! Very crimpy, techy face climbing",https://www.mountainproject.com/route/118779761/510bc-sport,1,"* In Progress > Generic Area",2.9,-1,Lead,Onsight,Sport,,,3100
2022-12-09,"5.8 sport",5.8,"Kish Dish at s-town. A little damp, but do-able!",https://www.mountainproject.com/route/112166269/58-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Redpoint,Sport,,,2100
2022-12-05,Quickdraw,5.11b,"Loved it, such fun movement!!",https://www.mountainproject.com/route/108556917/quickdraw,1,"North Carolina > 3. Piedmont Region > Rocky Face Recreational Area > Section 4",2.6,-1,Lead,Redpoint,Sport,,,4900
2022-12-05,"Sunny Day",5.8,"Lead to clean",https://www.mountainproject.com/route/108540528/sunny-day,1,"North Carolina > 3. Piedmont Region > Rocky Face Recreational Area > Section 2",2.7,-1,Lead,Redpoint,Sport,,50,2100
2022-12-05,"Sunny Day",5.8,"LRS to put up a top rope for the siblings",https://www.mountainproject.com/route/108540528/sunny-day,1,"North Carolina > 3. Piedmont Region > Rocky Face Recreational Area > Section 2",2.7,-1,Lead,Redpoint,Sport,,50,2100
2022-11-13,Hardman,5.11b,,https://www.mountainproject.com/route/108556904/hardman,1,"North Carolina > 3. Piedmont Region > Rocky Face Recreational Area > Section 4",3.0,-1,Lead,Fell/Hung,Sport,,,4900
2022-11-13,"Double Roof Ballet",5.11c,,https://www.mountainproject.com/route/108556942/double-roof-ballet,1,"North Carolina > 3. Piedmont Region > Rocky Face Recreational Area > Section 4",2.9,-1,Lead,Fell/Hung,Sport,,,5200
2022-11-13,Quickdraw,5.11b,,https://www.mountainproject.com/route/108556917/quickdraw,1,"North Carolina > 3. Piedmont Region > Rocky Face Recreational Area > Section 4",2.6,-1,Lead,Fell/Hung,Sport,,,4900
2022-11-13,"Blast in Black",5.9+,,https://www.mountainproject.com/route/108540246/blast-in-black,1,"North Carolina > 3. Piedmont Region > Rocky Face Recreational Area > Section 4",2.6,-1,Lead,Redpoint,Sport,,50,2500
2022-11-12,Boardwalk,5.8,"Led P1, followed Abby on P2",https://www.mountainproject.com/route/105887636/boardwalk,2,"North Carolina > 2. Northern Mountains Region > Ship Rock > Main Tier",3.7,-1,Lead,Onsight,Trad,,130,2100
2022-11-12,"Anguish of Captain Bligh",5.11,"First .11 on gear! Sick lead on bomber pro!",https://www.mountainproject.com/route/105887722/anguish-of-captain-bligh,1,"North Carolina > 2. Northern Mountains Region > Ship Rock > Main Tier",3.3,4,Lead,Redpoint,Trad,5.11b/c,50,5000
2022-11-12,"Anguish of Captain Bligh",5.11,"clean, checked out gear",https://www.mountainproject.com/route/105887722/anguish-of-captain-bligh,1,"North Carolina > 2. Northern Mountains Region > Ship Rock > Main Tier",3.3,4,TR,,Trad,5.11b/c,50,5000
2022-11-12,Harpoon,5.10a,,https://www.mountainproject.com/route/105887719/harpoon,1,"North Carolina > 2. Northern Mountains Region > Ship Rock > Main Tier",3.2,-1,Lead,Onsight,Trad,,50,2600
2022-10-29,"The Great Arch",5.5,"Spooky climb again. Climbed past a cute little tree frog on pitch 3",https://www.mountainproject.com/route/105887520/the-great-arch,3,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",3.5,-1,Lead,Redpoint,Trad,,400,1500
2022-10-29,"Block Route","5.7+ PG13","Spooky climb! Love the friction, what a fun climb",https://www.mountainproject.com/route/105929999/block-route,1,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",2.7,-1,Lead,Redpoint,Trad,,150,1900
2022-10-23,"Pillar Assault",5.8,,https://www.mountainproject.com/route/122188809/pillar-assault,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 12. Big Arete",2.7,-1,Lead,Redpoint,Sport,,80,2100
2022-10-23,"Pillar Assault",5.8,,https://www.mountainproject.com/route/122188809/pillar-assault,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 12. Big Arete",2.7,-1,Lead,Redpoint,Sport,,80,2100
2022-10-23,Scarface,5.6,,https://www.mountainproject.com/route/106130355/scarface,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 02. The Beach",2.1,-1,TR,,TR,,40,1600
2022-10-23,"Overhang Hangover",5.11b,Whooo!!!,https://www.mountainproject.com/route/106988580/overhang-hangover,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",3.1,-1,Lead,Redpoint,Sport,,60,4900
2022-10-23,"Pee Break",5.6,,https://www.mountainproject.com/route/106106881/pee-break,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",2.4,-1,TR,,"Trad, TR",,50,1600
2022-10-23,"Grandpa's Belay",5.6,,https://www.mountainproject.com/route/106130375/grandpas-belay,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 07. Little Amphitheater",2.4,-1,TR,,"Trad, TR",,50,1600
2022-10-22,"Burning Calves",5.10b,"SO stoked, amazing line",https://www.mountainproject.com/route/106001499/burning-calves,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 5) Burning Buttress",3.8,4,Lead,Redpoint,Trad,,70,2900
2022-10-22,"Out of Mind",5.10a,"Followed Abby",https://www.mountainproject.com/route/106023149/out-of-mind,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 3) The Brain",2.1,-1,Follow,,Trad,,70,2600
2022-10-22,"Rod Serling Crack",5.10b,"Totally epic!!",https://www.mountainproject.com/route/106127068/rod-serling-crack,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 5) Burning Buttress",3.7,-1,Lead,Onsight,Trad,,75,2900
2022-10-22,"Quick Robin, to the Batcrack!",5.10-,,https://www.mountainproject.com/route/106021084/quick-robin-to-the-batcrack,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 6) Middle Beauty",3.0,-1,Lead,Onsight,Trad,,80,2700
2022-10-22,"Happy Hands",5.9,"Followed Abby. Love the jams!!",https://www.mountainproject.com/route/106023184/happy-hands,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 5) Burning Buttress",2.8,-1,Follow,,Trad,,70,2400
2022-10-21,"Baby Has a Bolt Gun",5.10c,"Dynoed at the second bolt to skip the tiny crimps. shit tons of fun! Almost fell at the thin cruxy section but managed to pull through ",https://www.mountainproject.com/route/106818549/baby-has-a-bolt-gun,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",3.1,-1,Lead,Onsight,Sport,,80,3200
2022-10-21,"Hippie Dreams",5.7,"Taught Sophia to lead belay, made for a bit of spice!",https://www.mountainproject.com/route/105992273/hippie-dreams,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",3.0,-1,Lead,Redpoint,Sport,,75,1800
2022-10-20,Narcissus,5.12a,"Fell at the third bolt, then pretty much climbed bolt to bolt to the top",https://www.mountainproject.com/route/105918466/narcissus,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave",3.6,-1,Lead,Fell/Hung,Sport,,55,6600
2022-10-20,"The Rico Suave Arete aka Rico Suave",5.10a,"One more lead to clean",https://www.mountainproject.com/route/105963848/the-rico-suave-arete-aka-rico-suave,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 3. Rico Suave Buttress",3.5,-1,Lead,Redpoint,Sport,,70,2600
2022-10-20,"Sand in My Crack (Cuddle Monkey)",5.7,,https://www.mountainproject.com/route/107792683/sand-in-my-crack-cuddle-monkey,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 3. Rico Suave Buttress",2.5,-1,Lead,Onsight,Trad,,50,1800
2022-10-20,"Second Thoughts",5.9+,,https://www.mountainproject.com/route/106137047/second-thoughts,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 3. Rico Suave Buttress",2.9,-1,Lead,Onsight,Trad,,50,2500
2022-10-20,"The Rico Suave Arete aka Rico Suave",5.10a,Sick,https://www.mountainproject.com/route/105963848/the-rico-suave-arete-aka-rico-suave,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 3. Rico Suave Buttress",3.5,-1,Lead,Onsight,Sport,,70,2600
2022-10-20,Yowsah,5.12b,"Fell just after attempting to clip the fifth bolt, then just shooting for as far as I could get",https://www.mountainproject.com/route/106019602/yowsah,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 1. The Hole",3.1,-1,Lead,Fell/Hung,Sport,,60,6900
2022-10-20,Yowsah,5.12b,"Fell at the fourth bolt. Super fun!!",https://www.mountainproject.com/route/106019602/yowsah,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Kaymoor > 1. The Hole",3.1,-1,Lead,Fell/Hung,Sport,,60,6900
2022-10-08,"Born to Crimp",5.11a,,https://www.mountainproject.com/route/109770639/born-to-crimp,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",2.7,-1,Lead,Flash,Sport,,50,4600
2022-10-08,"Turkey Shoot",5.8,"Slopey, insecure moves often on run-outs, but it's all there!",https://www.mountainproject.com/route/106101943/turkey-shoot,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",2.3,-1,Lead,Flash,Sport,,50,2100
2022-10-08,"True Grits",5.8+,,https://www.mountainproject.com/route/121956489/true-grits,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 13. Ground Up aka Big Gully",2.9,-1,Lead,Redpoint,Sport,,80,2200
2022-10-08,Casablanca,5.10a/b,,https://www.mountainproject.com/route/122031844/casablanca,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 13. Ground Up aka Big Gully",2.9,-1,Lead,Redpoint,Sport,,40,2800
2022-10-08,"Fat Boy 5.11",5.11a,"seriously fun!",https://www.mountainproject.com/route/112451103/fat-boy-511,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 14. Parking Lot",2.8,3,Lead,Flash,"Sport, TR",,30,4600
2022-10-08,"Devil in the White House",5.10c/d,"Fun fun fun! Climbed this the smoothest I ever have this time ",https://www.mountainproject.com/route/106955638/devil-in-the-white-house,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 10. Devil in the White House",3.2,-1,Lead,Redpoint,Sport,,60,3400
2022-10-08,"Overhang Hangover",5.11b,"Crux beta: right hand on the shitty crimp, left hand way out left to the other shitty crimp, right hand to the okay one(leave room for the left), match with the left, dead point for the juggy corner. home free!",https://www.mountainproject.com/route/106988580/overhang-hangover,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",3.1,-1,Lead,Fell/Hung,Sport,,60,4900
2022-10-08,"Too Old to Rock and Roll",5.10c,"Cruised the crux, felt really good",https://www.mountainproject.com/route/106504947/too-old-to-rock-and-roll,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",2.5,-1,Lead,Redpoint,Sport,,,3200
2022-09-26,Hopscotch,5.3,"Led a long P1, soloed the second pitch while Abby was making her anchor. Climbed barefoot for fun",https://www.mountainproject.com/route/106862776/hopscotch,2,"North Carolina > 3. Piedmont Region > Hanging Rock State Park > Moore's Wall (Routes) > Central Wall",2.1,-1,Lead,Onsight,Trad,,140,1300
2022-09-26,"Wailing Wall",5.6,"followed Abby, did two pitches for communication",https://www.mountainproject.com/route/106019639/wailing-wall,2,"North Carolina > 3. Piedmont Region > Hanging Rock State Park > Moore's Wall (Routes) > The Amphitheater",3.7,-1,Follow,,Trad,,120,1600
2022-09-26,"Zoo View",5.7+,"Took the low traverse option, high is definitely better",https://www.mountainproject.com/route/105932744/zoo-view,1,"North Carolina > 3. Piedmont Region > Hanging Rock State Park > Moore's Wall (Routes) > Sentinel Buttress > Circus Wall",3.8,-1,Lead,Redpoint,Trad,,220,1900
2022-09-26,"Sentinel Buttress",5.5,"Followed Abby. she ran low on gear on pitch 2 so I led a final pitch of just about 15 feet or so",https://www.mountainproject.com/route/106175435/sentinel-buttress,3,"North Carolina > 3. Piedmont Region > Hanging Rock State Park > Moore's Wall (Routes) > Sentinel Buttress > Center Buttress",2.8,-1,Follow,,Trad,,200,1500
2022-09-25,Butterfingers,5.10d,"Burly climb to begin with, then thin face moves. Good stuff!",https://www.mountainproject.com/route/122281487/butterfingers,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 12. Big Arete",2.7,3,Lead,Redpoint,Sport,,60,3500
2022-09-25,"Hidden in Plain Sight",5.11a,"Fell trying to clip the second clip through the crux. Beta for next time: climb up through slopers to the right hand next to the side pull. Left heelhook to get the left hand to the good side pull, smear the left foot to lock off those two holds and shoot the right hand to the jug",https://www.mountainproject.com/route/122233245/hidden-in-plain-sight,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 11.  Fear of Flying",2.0,-1,Lead,Fell/Hung,Sport,,80,4600
2022-09-25,"Pillar Assault",5.8,"Bootied a draw from the third clip!",https://www.mountainproject.com/route/122188809/pillar-assault,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 12. Big Arete",2.7,-1,Lead,Onsight,Sport,,80,2100
2022-09-25,"Venus Scribner",5.10b,"used the crack out left at the end, but next time I want to do the 11a variation directly up the face using the small right hand lock off crimp",https://www.mountainproject.com/route/121648763/venus-scribner,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 13. Ground Up aka Big Gully",2.9,-1,Lead,Onsight,Sport,,50,2900
2022-09-25,Casablanca,5.10a/b,,https://www.mountainproject.com/route/122031844/casablanca,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 13. Ground Up aka Big Gully",2.9,-1,Lead,Onsight,Sport,,40,2800
2022-09-25,"Too Old to Rock and Roll",5.10c,"Thin, spooky moves up high just below the anchor. Heartbreaker crux for sure!",https://www.mountainproject.com/route/106504947/too-old-to-rock-and-roll,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",2.5,-1,Lead,Onsight,Sport,,,3200
2022-09-25,"Buzzard's Breath",5.8,"Did the 10a variation, nice route! very dirty for the first ~20 feet",https://www.mountainproject.com/route/106504938/buzzards-breath,1,"North Carolina > 3. Piedmont Region > Pilot Mountain > 08. Amphitheater",2.3,-1,Lead,Onsight,"Sport, TR",,,2100
2022-09-04,"High Test",5.9+,"Kinda intense lead! Skipped the sickle ledge belay and regretted it, made a belay below the roof with somewhat questionable rock. Pumpy climbing, thought I was going to fall a few moves above the roof but pulled through to a stance to shake out! SO stoked to have sent this, it was right at my limit.
Abby led a short extra pitch to the south summit",https://www.mountainproject.com/route/106193027/high-test,3,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",3.9,-1,Lead,Flash,Trad,,120,2500
2022-09-04,"Skyline Traverse",5.3,"Followed Abby on her first trad lead",https://www.mountainproject.com/route/105917259/skyline-traverse,3,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.9,-1,Follow,,Trad,,,1300
2022-09-03,Banana,5.7,"Can confirm, it's loose as fuck and no fall territory for the last third or so. Placed a nut up high and literally felt the flake flex when I yanked to set it, so it was more of a mental piece. ",https://www.mountainproject.com/route/106044652/banana,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",1.6,-1,Lead,Onsight,Trad,,30,1800
2022-09-03,Castor,5.10a,"Flamed out and had to take where the crack widens about half way up. The opening moves were burly and unprotected, but a bomber .2 Z4/X4 can be found from a left hand pinch a couple moves off the deck.",https://www.mountainproject.com/route/105868616/castor,1,"West Virginia > Seneca Rocks > South Peak - East Face > Upper Broadway",3.4,-1,Lead,Fell/Hung,Trad,,80,2600
2022-09-03,Debbie,5.6,"Thought this was a fun lead! Got a bomber #1 BD right before the crux, which seems to be discriminatory against shorter climbers. ",https://www.mountainproject.com/route/106044663/debbie,1,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",2.0,-1,Lead,Onsight,Trad,,30,1600
2022-09-03,"Pleasant Overhangs",5.7,"SO sick!! Pitch 2 is an absolute romp, the exposure is wild but most holds are jugs. The gear could be a bit tricky, but it&#39;s there if you look for it",https://www.mountainproject.com/route/106171582/pleasant-overhangs,3,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.6,-1,Lead,Onsight,Trad,,290,1800
2022-08-03,"5.10b trad",5.10b,"Jammerfest again. Got the roof clean fairly easily, but the offwidth above was swampy as hell, some key holds were dripping wet. Topped out, but didn&#39;t get the send",https://www.mountainproject.com/route/112169056/510b-trad,1,"* In Progress > Generic Area",3.3,-1,Lead,Fell/Hung,Trad,,,2900
2022-08-02,"5.10c trad",5.10c,"Englevinger on Svolvaergata/The Goat. I led pitches 1 and 3, Hannes led pitch 2. Incredible!! Wild corner on pitch 2, awesome, pumpy crack to finish up pitch 3. Hannes did the jump",https://www.mountainproject.com/route/112169061/510c-trad,3,"* In Progress > Generic Area",3.1,-1,Lead,Onsight,Trad,,,3200
2022-07-31,"Bare blåbær",5.8,"Janet led the first two pitches of BB, then we switched to Tiras Mirith for two pitches for an extra challenge, then finished on P4 of BB. An awesome combo, and P4 of BB is fantastic",https://www.mountainproject.com/route/106872370/bare-blabaer,4,"International > Europe > Norway > Lofoten > Djupfjord > Bare blåbær",3.8,-1,Lead,Onsight,Trad,,814,2100
2022-07-31,"5.10b trad",5.10b,"Jammerfest near Djupfjorden. Fell while working the crux roof pull on decent jams, but got it after a quick rest. So fun!!",https://www.mountainproject.com/route/112169056/510b-trad,1,"* In Progress > Generic Area",3.3,-1,Lead,Fell/Hung,Trad,,,2900
2022-07-31,"5.10a trad",5.10a,"There Is To Do in Djupfjorden. Insanity. The start was bouldery as hell and more of an N7 than an N6- (so more like 5.11 or so) and very sketchy with little pro. ",https://www.mountainproject.com/route/112169053/510a-trad,1,"* In Progress > Generic Area",2.7,-1,Lead,Onsight,Trad,,,2600
2022-07-30,Gandalf,5.8,"LRS w/ Revo. Felt like getting in some more mileage, climbed with Fin and Freke hot on my tail",https://www.mountainproject.com/route/109369505/gandalf,6,"International > Europe > Norway > Lofoten > Gandalf > Gandalf Main",3.3,-1,Lead,Redpoint,Trad,,330,2100
2022-07-30,"Tromsø ekspressen",5.10a,"LRS w/ Revo. Spooky foot slip on pitch 1 but didn't fall! Linked pitches 2 and 3",https://www.mountainproject.com/route/114616722/tromso-ekspressen,4,"International > Europe > Norway > Lofoten > Gandalf > Gandalf Main",3.0,-1,Lead,Onsight,Trad,,320,2600
2022-07-28,"5.11a trad",5.11a,"Førstereisgutten (The Boy&#39;s First Journey At Sea) at Gandalf wall. Techy, cruxy first pitch that Hannes led. I linked pitches 2 and 3. The chimney on pitch 2 was a swamp; made for some interesting climbing!",https://www.mountainproject.com/route/112169078/511a-trad,2,"* In Progress > Generic Area",3.0,-1,Lead,Onsight,Trad,,,4600
2022-07-28,"Gamle rev",5.10a,"Swung leads with Hannes, I took the first",https://www.mountainproject.com/route/114616708/gamle-rev,2,"International > Europe > Norway > Lofoten > Gandalf > Gandalf Main",2.6,-1,Lead,Onsight,Trad,,320,2600
2022-07-28,"5.10c trad",5.10c,"Guns N&#39; Roses at Gandalf Wall. Took the Krympefesten option for pitch 1, that was the right move; it was a blast!!",https://www.mountainproject.com/route/112169061/510c-trad,3,"* In Progress > Generic Area",3.1,-1,Lead,Onsight,Trad,,,3200
2022-07-25,Gollum,5.8+,"LRS with Revo. Fantastic jams for three whole pitches!! Rope kept getting caught in cracks, had to make my pitch 2 belay way early because of a snarl caught in a crack. Started at 10pm, took 3 hours. ",https://www.mountainproject.com/route/109369469/gollum,6,"International > Europe > Norway > Lofoten > Gandalf > Gandalf Main",3.5,-1,Lead,Onsight,Trad,,330,2200
2022-07-24,"Vestpillaren Direct",5.10+,"Led evens until P9 (slanting corner; what an incredible pitch!!), where I started leading odds instead. 
Partner wasn't feeling so hot, had the runs. Thanks, water bottle!",https://www.mountainproject.com/route/106848943/vestpillaren-direct,12,"International > Europe > Norway > Lofoten > Presten",4.0,-1,Lead,Onsight,Trad,,1300,3300
2022-07-23,Gandalf,5.8,"Led all three pitches with Magnus",https://www.mountainproject.com/route/109369505/gandalf,3,"International > Europe > Norway > Lofoten > Gandalf > Gandalf Main",3.3,-1,Lead,Onsight,Trad,,330,2100
2022-07-19,"""Std Route"" / Styggebreen Glacier","Easy Snow","Soloed to the summit, got a talking to from one of the employees and roped up with a Danish father and son pair for the descent ",https://www.mountainproject.com/route/112814416/std-route-styggebreen-glacier,1,"International > Europe > Norway > Vestland > Galdhopiggen",3.0,-1,Solo,,"Trad, Snow",,,0
2022-07-02,"5.7 trad",5.7,"Øye for øye at Natten, near Gol. A pure romp, super fun!",https://www.mountainproject.com/route/112166285/57-trad,1,"* In Progress > Generic Area",3.0,-1,,,Trad,,,1800
2022-07-02,"5.10d sport",5.10d,"Jimi Embrik at Natten, near Gol. Clean TR",https://www.mountainproject.com/route/112166322/510d-sport,1,"* In Progress > Generic Area",2.8,-1,TR,,Sport,,,3500
2022-07-02,"5.8 trad",5.8,"Skyggediederet at Natten, near Gol. Tricky gear and moves above the roof! ",https://www.mountainproject.com/route/112166360/58-trad,1,"* In Progress > Generic Area",2.9,-1,Lead,Onsight,Trad,,,2100
2022-07-02,"5.8 trad",5.8," Solstikk at Natten, near Gol. Second pitch on TR to clean",https://www.mountainproject.com/route/112166360/58-trad,2,"* In Progress > Generic Area",2.9,-1,Lead,Onsight,Trad,,,2100
2022-06-30,"5.8 sport",5.8,"Bakom Synger Skogene at Natten, near Gol. An absolute romp, fun but short hand/finger crack at the top",https://www.mountainproject.com/route/112166269/58-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Onsight,Sport,,,2100
2022-06-30,"5.10b sport",5.10b,"Hoppalong at Natten, near Gol. Fun, forced side pull crux!",https://www.mountainproject.com/route/112166299/510b-sport,1,"* In Progress > Generic Area",2.8,-1,Lead,Onsight,Sport,,,2900
2022-06-30,"5.11a sport",5.11a,"Litten Oppdrift at Natten, near Gol. Fell when I mussed up the crux beta. Maybe I&#39;ll get it another day!",https://www.mountainproject.com/route/112166325/511a-sport,1,"* In Progress > Generic Area",2.9,-1,Lead,Fell/Hung,Sport,,,4600
2022-06-30,"5.11a sport",5.11a,"Litten Oppdrift at Natten, near Gol. Fell sussing out the crux beta",https://www.mountainproject.com/route/112166325/511a-sport,1,"* In Progress > Generic Area",2.9,-1,Lead,Fell/Hung,Sport,,,4600
2022-06-29,"5.8 sport",5.8,"Hallingmarsjen, Norway grade 5+, near Nesbyen.  Bootied a locker part way up, felt tougher than 5+ at the crux, but maybe I was missing some holds. Somewhat committing, it can be rapped with a 60 in two raps, but it&#39;s traversing and about 35-40 meters in length, so there&#39;s no backing off for the second. This crag is the most jankey crag I&#39;ve ever been to; you have to do super wacky, exposed shit to even get to the base of some climbs!
http://heihaaklatring.blogspot.com/2019/09/tyribakken-nesbyen.html?m=1",https://www.mountainproject.com/route/112166269/58-sport,1,"* In Progress > Generic Area",2.6,-1,Lead,Onsight,Sport,,,2100
2022-06-29,"5.10b sport",5.10b,"Helgepraten, Norway grade 6, near Nesbyen. Bootied two whole quick draws, one from the route next door!",https://www.mountainproject.com/route/112166299/510b-sport,1,"* In Progress > Generic Area",2.8,-1,Lead,Onsight,Sport,,,2900
2022-06-07,"5.8 trad",5.8,"Fissura Hulk at Fendas de Barrinha. Just followed the finger crack, set up a rap from the first bolt on the line",https://www.mountainproject.com/route/112166360/58-trad,1,"* In Progress > Generic Area",2.9,-1,TR,,Trad,,,2100
2022-06-07,"5.9+ trad",5.9+,"Thanos at Fendas de Barrinha. Punchy, didn&#39;t have quite enough wide gear so had to run it out a bit here and there ",https://www.mountainproject.com/route/122207325/59-trad,1,"* In Progress > Generic Area",3.8,-1,Lead,Onsight,Trad,,,2500
2022-06-07,"5.4 Trad",5.4,"Despacito at Fendas de Barrinha. Led first. LRS once more to show Liam and Phillipe how it works",https://www.mountainproject.com/route/116709408/54-trad,2,"* In Progress > Generic Area",2.1,-1,Lead,Onsight,Trad,,40,1400
2022-06-06,"Chamine Stop","5.7 R","Led all but first pitch. Dirty, scrappy, runout, and included the single worst pitch I&#39;ve ever climbed in my life that was more like vertical caving with 50lbs of rope drag than actual climbing. French freed the move just before the tunnel section bc the rock was coated in dust/mud. 
Not something I would call a classic (far from it), but if chimneys and adventure climbing are your cup of tea get on it!",https://www.mountainproject.com/route/107546308/chamine-stop,8,"International > South America > Brazil > Rio de Janeiro > Urca (Pao de Acucar area) > Pao de Acucar (Sugarloaf)",3.8,2,Lead,Onsight,"Trad, Sport","5.7 R",750,1800
2022-06-05,"Via dos Italianos",5.10a/b,"LRS. Shamelessly French freed most follow pitches and the last one on lead, which was pretty wet from rain yesterday. Topped out in the sunset! ",https://www.mountainproject.com/route/107546273/via-dos-italianos,18,"International > South America > Brazil > Rio de Janeiro > Urca (Pao de Acucar area) > Pao de Acucar (Sugarloaf)",3.8,-1,Lead,Onsight,Sport,,700,2800
2022-06-02,K2,"5.9- PG13","Linked pitch 2 and 3 together, then split pitch 4 into two. Led pitches 1,2, 3, and the second part of pitch 4.  Followed the first part of pitch 4, my partner wanted to lead the corner traverse. Super fun!! We were in the clouds the whole time",https://www.mountainproject.com/route/108582866/k2,4,"International > South America > Brazil > Rio de Janeiro > Corcovado > East Face",3.6,-1,Lead,Onsight,Trad,,500,2300
2022-06-01,"5.8 trad",5.8,"Diedro Pégaso - Babilônia. Onsighted 1st pitch on gear, then followed bc Liam also wanted to lead it. Onsighted P2 mixed gear and bolts, followed P3",https://www.mountainproject.com/route/112166360/58-trad,4,"* In Progress > Generic Area",2.9,-1,Lead,Onsight,Trad,,,2100
2022-05-30,"5.12a sport",5.12a,"Bom Dia África (Platô de Lagoa) - VIIIa (5.12a).  Liam dragged my happy ass and my destroyed fingers up it, a good time though!",https://www.mountainproject.com/route/112166339/512a-sport,1,"* In Progress > Generic Area",3.0,-1,TR,,Sport,,,6600
2022-05-30,"5.9 sport",5.9,"Crystal Cannibal (Platô de Lagoa) - Vsup (5.9+)",https://www.mountainproject.com/route/112166293/59-sport,1,"* In Progress > Generic Area",2.5,-1,Lead,Onsight,Sport,,,2400
2022-05-29,"Mico Mija",5.11b,"Razor sharp crimps, yeow. One fall before the first bolt on the onsight go, then got it ",https://www.mountainproject.com/route/200441040/mico-mija,1,"International > South America > Brazil > Rio de Janeiro > Urca (Pao de Acucar area) > Praia Vermelha Boulders & Bolted Highballs > Graalzinho",2.0,2,Lead,Redpoint,Sport,5.11b,30,4900
2022-05-29,"Inversão Feminina",5.7,,https://www.mountainproject.com/route/200440945/inversao-feminina,1,"International > South America > Brazil > Rio de Janeiro > Urca (Pao de Acucar area) > Praia Vermelha Boulders & Bolted Highballs > Graalzinho",2.0,2,Lead,Onsight,Sport,5.7,45,1800
2022-05-29,"Formiga Atômica",5.6,,https://www.mountainproject.com/route/200440881/formiga-atomica,1,"International > South America > Brazil > Rio de Janeiro > Urca (Pao de Acucar area) > Praia Vermelha Boulders & Bolted Highballs > Graalzinho",2.0,2,Lead,Onsight,Sport,5.6,45,1600
2022-05-29,Graalzinho,5.5,,https://www.mountainproject.com/route/200440869/graalzinho,1,"International > South America > Brazil > Rio de Janeiro > Urca (Pao de Acucar area) > Praia Vermelha Boulders & Bolted Highballs > Graalzinho",2.0,2,Lead,Onsight,Sport,5.5,45,1500
